Protein_Name	GH_family	Enzyme	Cluster_annotation	Cluster_description	Cluster_ID	Validation_status	Reference	EggNOG_Best_Hit	EggNOG_bestHit_pident	Bifidobacteria_species	GH_family-F1_threshold	GH-cluster threshold	HMG-utilization
SAMN15862323_226_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	95.9	Bifidobacterium longum	88.200	89.47	Yes
SAMN11944783_1181_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	95.7	Bifidobacterium longum	88.200	89.47	Yes
SAMN11944601_888_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	702459.BBPR_1055	99.1	Bifidobacterium bifidum	88.200	89.47	Yes
SAMN11944750_1472_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	99.6	Bifidobacterium longum	88.200	89.47	Yes
SAMN11944665_932_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	99.3	Bifidobacterium longum	88.200	89.47	Yes
SAMN11944946_1362_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	95.9	Bifidobacterium longum	88.200	89.47	Yes
SAMN11944838_414_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	96.1	Bifidobacterium longum	88.200	89.47	Yes
SAMN19732033_27_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	95.7	Bifidobacterium longum	88.200	89.47	Yes
SAMN11944975_1284_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	95.9	Bifidobacterium longum	88.200	89.47	Yes
SAMN11944634_1050_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	99.3	Bifidobacterium longum	88.200	89.47	Yes
SAMN03081478_1525_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	326426.Bbr_1587	99.9	Bifidobacterium breve	88.200	89.47	Yes
SAMN09734884_247_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	95.7	Bifidobacterium longum	88.200	89.47	Yes
SAMN11944723_726_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	95.9	Bifidobacterium longum	88.200	89.47	Yes
SAMN11944776_1418_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	95.9	Bifidobacterium longum	88.200	89.47	Yes
SAMN09734792_500_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	702459.BBPR_1055	99.1	Bifidobacterium bifidum	88.200	89.47	Yes
SAMN11945046_953_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	95.9	Bifidobacterium longum	88.200	89.47	Yes
SAMN11944669_1109_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	99.3	Bifidobacterium longum	88.200	89.47	Yes
SAMN02862994_676_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	95.7	Bifidobacterium longum	88.200	89.47	Yes
SAMN06464121_237_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	326426.Bbr_1587	99.7	Bifidobacterium breve	88.200	89.47	Yes
SAMN11944857_974_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	96.0	Bifidobacterium longum	88.200	89.47	Yes
SAMN07958365_1622_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	95.7	Bifidobacterium longum	88.200	89.47	Yes
SAMN15532998_1788_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	96.5	Bifidobacterium longum	88.200	89.47	Yes
SAMN03097401_1505_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	702459.BBPR_1055	99.7	Bifidobacterium bifidum	88.200	89.47	Yes
SAMN14908987_1685_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	97.9	Bifidobacterium longum	88.200	89.47	Yes
SAMN09736919_945_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	95.9	Bifidobacterium longum	88.200	89.47	Yes
SAMN08457432_1631_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	95.7	Bifidobacterium longum	88.200	89.47	Yes
SAMN10316545_943_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	95.7	Bifidobacterium longum	88.200	89.47	Yes
SAMN07189852_135_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	95.9	Bifidobacterium longum	88.200	89.47	Yes
SAMN11944812_916_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	96.1	Bifidobacterium longum	88.200	89.47	Yes
SAMN19732034_169_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	99.9	Bifidobacterium longum	88.200	89.47	Yes
SAMN10863273_590_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	98.7	Bifidobacterium longum	88.200	89.47	Yes
SAMN11944921_1784_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	95.9	Bifidobacterium longum	88.200	89.47	Yes
SAMEA51826168_422_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	97.6	Bifidobacterium longum	88.200	89.47	Yes
SAMN11944844_331_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	96.1	Bifidobacterium longum	88.200	89.47	Yes
SAMN18520740_1706_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	98.1	Bifidobacterium longum	88.200	89.47	Yes
SAMN15532921_1387_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	95.9	Bifidobacterium longum	88.200	89.47	Yes
SAMN06368620_1654_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	99.9	Bifidobacterium longum	88.200	89.47	Yes
SAMN09977286_354_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	326426.Bbr_1587	99.7	Bifidobacterium breve	88.200	89.47	Yes
SAMN11513273_1670_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	96.0	Bifidobacterium longum	88.200	89.47	Yes
SAMN06368665_1702_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	99.9	Bifidobacterium longum	88.200	89.47	Yes
SAMN18436804_1222_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	98.4	Bifidobacterium longum	88.200	89.47	Yes
SAMN17315588_1039_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	96.0	Bifidobacterium longum	88.200	89.47	Yes
SAMN11944707_505_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	95.9	Bifidobacterium longum	88.200	89.47	Yes
SAMN11944817_305_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	96.1	Bifidobacterium longum	88.200	89.47	Yes
SAMN11944795_1412_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	95.9	Bifidobacterium longum	88.200	89.47	Yes
SAMN11944759_1420_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	95.9	Bifidobacterium longum	88.200	89.47	Yes
SAMN11944884_715_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	96.0	Bifidobacterium longum	88.200	89.47	Yes
SAMN00829155_544_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	95.9	Bifidobacterium longum	88.200	89.47	Yes
SAMN11945019_893_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	95.9	Bifidobacterium longum	88.200	89.47	Yes
SAMN11944866_840_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	96.0	Bifidobacterium longum	88.200	89.47	Yes
SAMN11944711_848_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	95.9	Bifidobacterium longum	88.200	89.47	Yes
SAMN11944860_971_GH112	GH112	β-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase	GH112 - GNB/LNB I phosphorylase	"β-1,3-galactosyl-N-acetylhexosamine phosphorylase / galacto-N-biose/lacto-N-biose I phosphorylase"	SAMN09736479_1612_GH112	Experiment	PMID: 33748718 PMID: 39315793 PMID: 19854932	216816.GS08_08740	96.0	Bifidobacterium longum	88.200	89.47	Yes
